species_id;GBIF_species_id;GBIF_species_name;GBIF_genus_name;GBIF_family_name;GBIF_kingdom_name
10595;8035698;Anthemis cotula;Anthemis;Asteraceae;Plantae
10596;7690075;Astragalus drummondii;Astragalus;Fabaceae;Plantae
10597;3121362;Artemisia palmeri;Artemisia;Asteraceae;Plantae
10598;2989061;Rubus pensilvanicus;Rubus;Rosaceae;Plantae
10599;2797001;Platanthera elegans;Platanthera;Orchidaceae;Plantae
10600;7192469;Catoptrophorus semipalmatus;Tringa;Scolopacidae;Animalia
10601;5384056;Opuntia aurea;Opuntia;Cactaceae;Plantae
10602;2440647;Delphinus capensis;Delphinus;Delphinidae;Animalia
10603;5369685;Geum aleppicum;Geum;Rosaceae;Plantae
10604;1280992;Joppa aurata;Megarhyssa;Ichneumonidae;Animalia
10605;10274976;Choristoneura houstonana;Choristoneura;Tortricidae;Animalia
10606;1883975;Samea druchachalis;Samea;Crambidae;Animalia
10607;2489989;Icteria virens;Icteria;Parulidae;Animalia
10608;1502146;Cynomya cadaverina;Cynomya;Calliphoridae;Animalia
10609;1951125;Heliopetes macaira;Heliopetes;Hesperiidae;Animalia
10610;8350395;Cyclospermum leptophyllum;Cyclospermum;Apiaceae;Plantae
10611;8184378;Ptilimnium capillaceum;Ptilimnium;Apiaceae;Plantae
10612;5641482;Dodecatheon meadia;Dodecatheon;Primulaceae;Plantae
10613;3086086;Nyctaginia capitata;Nyctaginia;Nyctaginaceae;Plantae
10614;2292167;Aegires albopunctatus;Aegires;Aegiridae;Animalia
10615;2481955;Gavia pacifica;Gavia;Gaviidae;Animalia
10616;4364235;Acanthinucella spirata;Acanthinucella;Muricidae;Animalia
10617;3119986;Tetradymia canescens;Tetradymia;Asteraceae;Plantae
10618;3188816;Oenothera pallida;Oenothera;Onagraceae;Plantae
10619;9552703;Cisthene faustinula;Cisthene;Erebidae;Animalia
10620;5421030;Ludwigia repens;Ludwigia;Onagraceae;Plantae
10621;1428274;Sympetrum obtrusum;Sympetrum;Libellulidae;Animalia
10622;1034748;Cicindela purpurea;Cicindela;Carabidae;Animalia
10623;3086179;Mirabilis albida;Mirabilis;Nyctaginaceae;Plantae
10624;9592414;Sporobolus michauxianus;Sporobolus;Poaceae;Plantae
10625;5389737;Viguiera dentata;Viguiera;Asteraceae;Plantae
10626;2264117;Leptogorgia virgulata;Leptogorgia;Gorgoniidae;Animalia
10627;3681032;Dichondra donelliana;Dichondra;Convolvulaceae;Plantae
10628;5371831;Tauschia arguta;Tauschia;Apiaceae;Plantae
10629;2928217;Phacelia popei;Phacelia;Hydrophyllaceae;Plantae
10630;7191958;Junco hyemalis;Junco;Emberizidae;Animalia
10631;2292268;Coryphella verrucosa;Coryphella;Coryphellidae;Animalia
10632;5714807;Fixsenia favonius;Fixsenia;Lycaenidae;Animalia
10633;8031766;Callirhoe involucrata;Callirhoe;Malvaceae;Plantae
10634;2752970;Prosartes trachycarpa;Prosartes;Liliaceae;Plantae
10635;2925753;Lappula occidentalis;Lappula;Boraginaceae;Plantae
10636;5139432;Lycaena gorgon;Lycaena;Lycaenidae;Animalia
10637;2008975;Calocoris barberi;Calocoris;Miridae;Animalia
10638;6178038;Pandion haliaetus;Pandion;Pandionidae;Animalia
10639;2926014;Tiquilia canescens;Tiquilia;Ehretiaceae;Plantae
10640;1334902;Anthidium oblongatum;Anthidium;Megachilidae;Animalia
10641;3033719;Delphinium cardinale;Delphinium;Ranunculaceae;Plantae
10642;9253819;Notodonta basitriens;Notodonta;Notodontidae;Animalia
10643;9714991;Ascra bifida;Edessa;Pentatomidae;Animalia
10644;5126517;Desmia funeralis;Desmia;Crambidae;Animalia
10645;3190417;Thamnosma montana;Thamnosma;Rutaceae;Plantae
10646;3170050;Gentiana calycosa;Gentiana;Gentianaceae;Plantae
10647;3084455;Cereus fernambucensis;Acanthocereus;Cactaceae;Plantae
10648;5341148;Glandularia gooddingii;Glandularia;Verbenaceae;Plantae
10649;5081193;Rhopalomyia californica;Rhopalomyia;Cecidomyiidae;Animalia
10650;6980183;Alaus myops;Alaus;Elateridae;Animalia
10651;3134596;Tamaulipa azurea;Tamaulipa;Asteraceae;Plantae
10652;2888546;Dicentra eximia;Dicentra;Papaveraceae;Plantae
10653;2650986;Deparia acrostichoides;Deparia;Athyriaceae;Plantae
10654;5374118;Isatis tinctoria;Isatis;Brassicaceae;Plantae
10655;4235151;Senecio flaccidus;Senecio;Asteraceae;Plantae
10656;3101385;Osmadenia tenella;Osmadenia;Asteraceae;Plantae
10657;2225698;Emerita analoga;Emerita;Hippidae;Animalia
10658;2286559;Clinocardium nuttallii;Clinocardium;Cardiidae;Animalia
10659;1706234;Cibolacris parviceps;Cibolacris;Acrididae;Animalia
10660;5005516;Tylonotus bimaculatus;Tylonotus;Cerambycidae;Animalia
10661;5203145;Elops saurus;Elops;Elopidae;Animalia
10662;2008582;Pselliopus cinctus;Pselliopus;Reduviidae;Animalia
10663;2472455;Aspidoscelis uniparens;Aspidoscelis;Teiidae;Animalia
10664;5304156;Triteleia ixioides;Triteleia;Asparagaceae;Plantae
10665;4292563;Stictoleptura canadensis;Stictoleptura;Cerambycidae;Animalia
10666;1741130;Ecdytolopha insiticiana;Ecdytolopha;Tortricidae;Animalia
10667;3054359;Juglans major;Juglans;Juglandaceae;Plantae
10668;3189038;Camissonia pusilla;Camissonia;Onagraceae;Plantae
10669;8249145;Hypopitys monotropa;Hypopitys;Ericaceae;Plantae
10670;4262315;Odocoileus hemionus;Odocoileus;Cervidae;Animalia
10671;2678592;Neckera douglasii;Neckera;Neckeraceae;Plantae
10672;3170702;Castilleja foliolosa;Castilleja;Orobanchaceae;Plantae
10673;2704324;Poa arachnifera;Poa;Poaceae;Plantae
10674;6428151;Oenothera hartwegii;Oenothera;Onagraceae;Plantae
10675;5278325;Cryptopleura ruprechtiana;Cryptopleura;Delesseriaceae;Plantae
10676;1043533;Axion plagiatum;Axion;Coccinellidae;Animalia
10677;2996841;Rubus cuneifolius;Rubus;Rosaceae;Plantae
10678;8613410;Gambelia wislizenii;Gambelia;Crotaphytidae;Animalia
10679;5007631;Dictyoptera aurora;Dictyoptera;Lycidae;Animalia
10680;1946079;Systasea pulverulenta;Systasea;Hesperiidae;Animalia
10681;1782682;Acronicta hasta;Acronicta;Noctuidae;Animalia
10682;1866341;Callosamia promethea;Callosamia;Saturniidae;Animalia
10683;9680567;Cryptoglossa variolosa;Cryptoglossa;Tenebrionidae;Animalia
10684;1994767;Pycnoscelus surinamensis;Pycnoscelus;Blaberidae;Animalia
10685;2706086;Andropogon glomeratus;Andropogon;Poaceae;Plantae
10686;2891604;Pelargonium hortorum;Pelargonium;Geraniaceae;Plantae
10687;2927043;Salvia ballotiflora;Salvia;Lamiaceae;Plantae
10688;2706548;Agrostis hyemalis;Agrostis;Poaceae;Plantae
10689;3033769;Delphinium trolliifolium;Delphinium;Ranunculaceae;Plantae
10690;3191451;Polygala setacea;Polygala;Polygalaceae;Plantae
10691;2673988;Physcomitrium pyriforme;Physcomitrium;Funariaceae;Plantae
10692;3151787;Symphyotrichum undulatum;Symphyotrichum;Asteraceae;Plantae
10693;2721068;Rhynchospora megalocarpa;Rhynchospora;Cyperaceae;Plantae
10694;3083785;Atriplex lentiformis;Atriplex;Amaranthaceae;Plantae
10695;9185871;Diaulula odonoghuei;Diaulula;Discodorididae;Animalia
10696;3034388;Eryngium integrifolium;Eryngium;Apiaceae;Plantae
10697;3189896;Kallstroemia grandiflora;Kallstroemia;Zygophyllaceae;Plantae
10698;1043474;Curinus coeruleus;Curinus;Coccinellidae;Animalia
10699;7955925;Thelypteris palustris;Thelypteris;Thelypteridaceae;Plantae
10700;1729645;Ceuthophilus hesperus;Ceuthophilus;Rhaphidophoridae;Animalia
10701;5380291;Ditaxis serrata;Ditaxis;Euphorbiaceae;Plantae
10702;5033660;Camponotus conspicuus;Camponotus;Formicidae;Animalia
10703;2752898;Erythronium multiscapideum;Erythronium;Liliaceae;Plantae
10704;3132416;Krigia dandelion;Krigia;Asteraceae;Plantae
10705;5144457;Timandra amaturaria;Timandra;Geometridae;Animalia
10706;4302515;Libellula exusta;Libellula;Libellulidae;Animalia
10707;5329570;Hydrilla verticillata;Hydrilla;Hydrocharitaceae;Plantae
10708;1162381;Calopteron reticulatum;Calopteron;Lycidae;Animalia
10709;1863080;Darapsa choerilus;Darapsa;Sphingidae;Animalia
10710;5114923;Haploa reversa;Haploa;Arctiidae;Animalia
10711;8031276;Paravaejovis confusus;Paravaejovis;Vaejovidae;Animalia
10712;1775980;Euparthenos nubilis;Euparthenos;Noctuidae;Animalia
10713;5137894;Pieris marginalis;Pieris;Pieridae;Animalia
10714;5411538;Campanula prenanthoides;Campanula;Campanulaceae;Plantae
10715;2926023;Tiquilia nuttallii;Tiquilia;Ehretiaceae;Plantae
10716;2163805;Bothriocyrtum californicum;Bothriocyrtum;Halonoproctidae;Animalia
10717;2455975;Contia tenuis;Contia;Dipsadidae;Animalia
10718;5414375;Ardisia elliptica;Ardisia;Primulaceae;Plantae
10719;2688594;Cryptomitrium tenerum;Cryptomitrium;Aytoniaceae;Plantae
10720;2928058;Phacelia integrifolia;Phacelia;Hydrophyllaceae;Plantae
10721;4199528;Dudleya pulverulenta;Dudleya;Crassulaceae;Plantae
10722;5039420;Osmia lignaria;Osmia;Megachilidae;Animalia
10723;5229910;Icterus pectoralis;Icterus;Icteridae;Animalia
10724;5376583;Lepidium nitidum;Lepidium;Brassicaceae;Plantae
10725;3091462;Wyethia amplexicaulis;Wyethia;Asteraceae;Plantae
10726;5341240;Mertensia ciliata;Mertensia;Boraginaceae;Plantae
10727;1872456;Arta statalis;Arta;Pyralidae;Animalia
10728;5421007;Ludwigia leptocarpa;Ludwigia;Onagraceae;Plantae
10729;3013616;Crataegus spathulata;Crataegus;Rosaceae;Plantae
10730;5152531;Cnemodus mavortius;Cnemodus;Rhyparochromidae;Animalia
10731;2387722;Paralabrax maculatofasciatus;Paralabrax;Serranidae;Animalia
10732;7222915;Artemisia tridentata;Artemisia;Asteraceae;Plantae
10733;3068027;Euphorbia fendleri;Euphorbia;Euphorbiaceae;Plantae
10734;2893696;Ernodea littoralis;Ernodea;Rubiaceae;Plantae
10735;2286422;Raeta plicatella;Raeta;Anatinellidae;Animalia
10736;7902783;Sabal brazoriensis;Sabal;Arecaceae;Plantae
10737;2394534;Pomoxis annularis;Pomoxis;Centrarchidae;Animalia
10738;2764202;Commelina diffusa;Commelina;Commelinaceae;Plantae
10739;2690647;Eriocaulon decangulare;Eriocaulon;Eriocaulaceae;Plantae
10740;1020487;Pseudopolydesmus canadensis;Pseudopolydesmus;Polydesmidae;Animalia
10741;7227635;Allium canadense;Allium;Amaryllidaceae;Plantae
10742;8048809;Epilobium coloratum;Epilobium;Onagraceae;Plantae
10743;6003380;Acmaeodera hepburnii;Acmaeodera;Buprestidae;Animalia
10744;5372379;Vitis cinerea;Vitis;Vitaceae;Plantae
10745;6252699;Xylocopa tabaniformis;Xylocopa;Apidae;Animalia
10746;1752111;Phobetron pithecium;Phobetron;Limacodidae;Animalia
10747;9283228;Drasteria adumbrata;Drasteria;Erebidae;Animalia
10748;1422765;Amphiagrion abbreviatum;Amphiagrion;Coenagrionidae;Animalia
10749;5114128;Orthosia hibisci;Orthosia;Noctuidae;Animalia
10750;2775601;Yucca pallida;Yucca;Asparagaceae;Plantae
10751;8151714;Vesper macrorhizus;Vesper;Apiaceae;Plantae
10752;2797295;Corallorhiza striata;Corallorhiza;Orchidaceae;Plantae
10753;2435875;Blarina carolinensis;Blarina;Soricidae;Animalia
10754;2928865;Chamaesaracha sordida;Chamaesaracha;Solanaceae;Plantae
10755;5152604;Fitchia aptera;Fitchia;Reduviidae;Animalia
10756;4287445;Plestiodon septentrionalis;Plestiodon;Scincidae;Animalia
10757;6003633;Chalcophora virginiensis;Chalcophora;Buprestidae;Animalia
10758;3158063;Asimina reticulata;Asimina;Annonaceae;Plantae
10759;5396599;Vernonia lindheimeri;Vernonia;Asteraceae;Plantae
10760;2712490;Scleria verticillata;Scleria;Cyperaceae;Plantae
10761;2650651;Asplenium montanum;Asplenium;Aspleniaceae;Plantae
10762;9452702;Schinia gaurae;Schinia;Noctuidae;Animalia
10763;1760397;Toxonprucha excavata;Toxonprucha;Noctuidae;Animalia
10764;2984488;Celtis tenuifolia;Celtis;Cannabaceae;Plantae
10765;2481006;Falco femoralis;Falco;Falconidae;Animalia
10766;3099636;Pleurocoronis pluriseta;Pleurocoronis;Asteraceae;Plantae
10767;2926152;Cryptantha intermedia;Cryptantha;Boraginaceae;Plantae
10768;8951453;Encelia farinosa;Encelia;Asteraceae;Plantae
10769;7771613;Andersonglossum virginianum;Andersonglossum;Boraginaceae;Plantae
10770;3113928;Packera anonyma;Packera;Asteraceae;Plantae
10771;5218384;Eurycea wilderae;Eurycea;Plethodontidae;Animalia
10772;3033654;Ceratocephala orthoceras;Ceratocephala;Ranunculaceae;Plantae
10773;3170299;Asclepias obovata;Asclepias;Apocynaceae;Plantae
10774;3092894;Agoseris apargioides;Agoseris;Asteraceae;Plantae
10775;3140941;Chaetopappa asteroides;Chaetopappa;Asteraceae;Plantae
10776;3189845;Acer tataricum;Acer;Sapindaceae;Plantae
10777;1424681;Gomphaeschna furcillata;Gomphaeschna;Aeshnidae;Animalia
10778;3034110;Calycanthus occidentalis;Calycanthus;Calycanthaceae;Plantae
10779;5338830;Houstonia longifolia;Houstonia;Rubiaceae;Plantae
10780;1336026;Megachile pugnata;Megachile;Megachilidae;Animalia
10781;3171627;Orthocarpus cuspidatus;Orthocarpus;Orobanchaceae;Plantae
10782;1703573;Leprus intermedius;Leprus;Acrididae;Animalia
10783;5208832;Gobiosoma bosc;Gobiosoma;Gobiidae;Animalia
10784;1947587;Phocides pigmalion;Phocides;Hesperiidae;Animalia
10785;2690741;Eriocaulon aquaticum;Eriocaulon;Eriocaulaceae;Plantae
10786;3065669;Euphorbia polygonifolia;Euphorbia;Euphorbiaceae;Plantae
10787;4262538;Ovis canadensis;Ovis;Bovidae;Animalia
10788;2069660;Prociphilus tessellatus;Prociphilus;Aphididae;Animalia
10789;7853540;Buteo plagiatus;Buteo;Accipitridae;Animalia
10790;7357320;Spizelloides arborea;Spizelloides;Emberizidae;Animalia
10791;3172437;Utricularia cornuta;Utricularia;Lentibulariaceae;Plantae
10792;3034349;Lomatium lucidum;Lomatium;Apiaceae;Plantae
10793;3133965;Coreopsis auriculata;Coreopsis;Asteraceae;Plantae
10794;2927732;Phlox austromontana;Phlox;Polemoniaceae;Plantae
10795;3747014;Myriopteris lindheimeri;Myriopteris;Pteridaceae;Plantae
10796;7738507;Diplacus bigelovii;Diplacus;Phrymaceae;Plantae
10797;5403041;Eupatorium pilosum;Eupatorium;Asteraceae;Plantae
10798;1863407;Paonias myops;Paonias;Sphingidae;Animalia
10799;2721796;Rhynchospora globularis;Rhynchospora;Cyperaceae;Plantae
10800;3146922;Erigeron vernus;Erigeron;Asteraceae;Plantae
10801;9797682;Nymphicus hollandicus;Nymphicus;Psittacidae;Animalia
10802;3132398;Krigia montana;Krigia;Asteraceae;Plantae
10803;1034734;Cicindela sedecimpunctata;Cicindela;Carabidae;Animalia
10804;2375300;Echeneis naucrates;Echeneis;Echeneidae;Animalia
10805;3072735;Jatropha macrorhiza;Jatropha;Euphorbiaceae;Plantae
10806;1782826;Acronicta dactylina;Acronicta;Noctuidae;Animalia
10807;6207059;Pyrausta augustalis;Pyrausta;Crambidae;Animalia
10808;3021043;Prunus andersonii;Prunus;Rosaceae;Plantae
10809;3085172;Achyranthes japonica;Achyranthes;Amaranthaceae;Plantae
10810;2890541;Geranium purpureum;Geranium;Geraniaceae;Plantae
10811;1746789;Archips argyrospila;Archips;Tortricidae;Animalia
10812;2008540;Triatoma sanguisuga;Triatoma;Reduviidae;Animalia
10813;8110785;Rubus leucodermis;Rubus;Rosaceae;Plantae
10814;2888425;Dendromecon harfordii;Dendromecon;Papaveraceae;Plantae
10815;5203628;Fundulus majalis;Fundulus;Fundulidae;Animalia
10816;1660640;Laphria grossa;Laphria;Asilidae;Animalia
10817;3033267;Anemone drummondii;Anemone;Ranunculaceae;Plantae
10818;9112489;Neotibicen davisi;Neotibicen;Cicadidae;Animalia
10819;5558603;Ardisia escallonioides;Ardisia;Primulaceae;Plantae
10820;9161860;Bothropolys xanti;Bothropolys;Lithobiidae;Animalia
10821;2333746;Oligocottus maculosus;Oligocottus;Cottidae;Animalia
10822;2986121;Ribes americanum;Ribes;Grossulariaceae;Plantae
10823;3137517;Leontodon saxatilis;Thrincia;Asteraceae;Plantae
10824;5275110;Dryopteris cristata;Dryopteris;Dryopteridaceae;Plantae
10825;5202525;Ictalurus furcatus;Ictalurus;Ictaluridae;Animalia
10826;2292406;Cadlina luteomarginata;Cadlina;Cadlinidae;Animalia
10827;1498929;Tabanus calens;Tabanus;Tabanidae;Animalia
10828;3070346;Euphorbia nutans;Euphorbia;Euphorbiaceae;Plantae
10829;9366762;Tarachidia venustula;Tarachidia;Noctuidae;Animalia
10830;3119225;Helianthus petiolaris;Helianthus;Asteraceae;Plantae
10831;4292831;Stenaspis verticalis;Stenaspis;Cerambycidae;Animalia
10832;4706489;Phyllocnistis magnoliella;Phyllocnistis;Gracillariidae;Animalia
10833;5229400;Calidris himantopus;Calidris;Scolopacidae;Animalia
10834;9617496;Euphyia parinotata;Euphyia;Geometridae;Animalia
10835;7649102;Platypedia minor;Platypedia;Cicadidae;Animalia
10836;5710457;Corallina vancouveriensis;Corallina;Corallinaceae;Plantae
10837;3112785;Cirsium ochrocentrum;Cirsium;Asteraceae;Plantae
10838;3189696;Plantago aristata;Plantago;Plantaginaceae;Plantae
10839;9173548;Batyle ignicollis;Batyle;Cerambycidae;Animalia
10840;2878550;Quercus hypoleucoides;Quercus;Fagaceae;Plantae
10841;3132645;Pluchea foetida;Pluchea;Asteraceae;Plantae
10842;1808592;Ectypia clio;Ectypia;Arctiidae;Animalia
10843;9144142;Astropecten armatus;Astropecten;Astropectinidae;Animalia
10844;2981488;Strophostyles umbellata;Strophostyles;Fabaceae;Plantae
10845;2928006;Ipomopsis multiflora;Ipomopsis;Polemoniaceae;Plantae
10846;2706082;Andropogon ternarius;Andropogon;Poaceae;Plantae
10847;5358508;Prosopis pubescens;Prosopis;Fabaceae;Plantae
10848;2651608;Notholaena standleyi;Notholaena;Pteridaceae;Plantae
10849;5677972;Phragmites australis;Phragmites;Poaceae;Plantae
10850;1946853;Ochlodes agricola;Ochlodes;Hesperiidae;Animalia
10851;2659770;Neorhodomela larix;Neorhodomela;Rhodomelaceae;Plantae
10852;7786966;Urocitellus columbianus;Urocitellus;Sciuridae;Animalia
10853;6170247;Notophthalmus viridescens;Notophthalmus;Salamandridae;Animalia
10854;9471709;Chamyris cerintha;Chamyris;Noctuidae;Animalia
10855;3171442;Penstemon ambiguus;Penstemon;Plantaginaceae;Plantae
10856;7650210;Clarkia rubicunda;Clarkia;Onagraceae;Plantae
10857;1340347;Bombus rufocinctus;Bombus;Apidae;Animalia
10858;5208153;Cichla ocellaris;Cichla;Cichlidae;Animalia
10859;2020520;Notonecta irrorata;Notonecta;Notonectidae;Animalia
10860;1610460;Condylostylus mundus;Condylostylus;Dolichopodidae;Animalia
10861;2928596;Ipomoea imperati;Ipomoea;Convolvulaceae;Plantae
10862;2882443;Cabomba caroliniana;Cabomba;Cabombaceae;Plantae
10863;4203720;Juncus acutus;Juncus;Juncaceae;Plantae
10864;2742191;Trillium foetidissimum;Trillium;Melanthiaceae;Plantae
10865;2278292;Ophionereis annulata;Ophionereis;Ophionereididae;Animalia
10866;2889705;Eriogonum thomasii;Eriogonum;Polygonaceae;Plantae
10867;5399672;Fleischmannia incarnata;Fleischmannia;Asteraceae;Plantae
10868;5373037;Salix sepulcralis;Salix;Salicaceae;Plantae
10869;2863967;Zostera marina;Zostera;Zosteraceae;Plantae
10870;5289915;Polypogon interruptus;Polypogon;Poaceae;Plantae
10871;9594429;Agkistrodon contortrix;Agkistrodon;Viperidae;Animalia
10872;5998236;Strangalia sexnotata;Strangalia;Cerambycidae;Animalia
10873;2976131;Baptisia tinctoria;Baptisia;Fabaceae;Plantae
10874;5789148;Geothlypis philadelphia;Geothlypis;Parulidae;Animalia
10875;5342199;Tephrosia spicata;Tephrosia;Fabaceae;Plantae
10876;2883059;Rhododendron viscosum;Rhododendron;Ericaceae;Plantae
10877;1892427;Lineodes integra;Lineodes;Crambidae;Animalia
10878;1421186;Cordulegaster obliqua;Cordulegaster;Cordulegastridae;Animalia
10879;2750792;Calochortus minimus;Calochortus;Liliaceae;Plantae
10880;7704598;Gopherus morafkai;Gopherus;Testudinidae;Animalia
10881;4299218;Melitaea texana;Anthanassa;Nymphalidae;Animalia
10882;1872514;Tosale oviplagalis;Tosale;Pyralidae;Animalia
10883;5715625;Rabdotus alternatus;Rabdotus;Bulimulidae;Animalia
10884;3747128;Myriopteris gracilis;Myriopteris;Pteridaceae;Plantae
10885;1346946;Isodontia exornata;Isodontia;Sphecidae;Animalia
10886;1918959;Phyciodes tharos;Phyciodes;Nymphalidae;Animalia
10887;7696337;Nuphar polysepalum;Nuphar;Nymphaeaceae;Plantae
10888;2407750;Lagocephalus laevigatus;Lagocephalus;Tetraodontidae;Animalia
10889;6447662;Suaeda linearis;Suaeda;Amaranthaceae;Plantae
10890;2293319;Calliostoma ligatum;Calliostoma;Calliostomatidae;Animalia
10891;1980463;Chloraspilates minima;Chloraspilates;Geometridae;Animalia
10892;2497894;Surnia ulula;Surnia;Strigidae;Animalia
10893;5398985;Trixis californica;Trixis;Asteraceae;Plantae
10894;5219200;Canis lupus;Canis;Canidae;Animalia
10895;1947037;Cymaenes tripunctus;Cymaenes;Hesperiidae;Animalia
10896;2946898;Vicia gigantea;Vicia;Fabaceae;Plantae
10897;7483598;Astragalus purshii;Astragalus;Fabaceae;Plantae
10898;2702491;Stipa comata;Stipa;Poaceae;Plantae
10899;3033918;Caulophyllum giganteum;Caulophyllum;Berberidaceae;Plantae
10900;5387213;Malacothrix floccifera;Malacothrix;Asteraceae;Plantae
10901;1997229;Blattella vaga;Blattella;Ectobiidae;Animalia
10902;2287904;Utterbackia imbecillis;Utterbackia;Unionidae;Animalia
10903;1249710;Cimbex americana;Cimbex;Cimbicidae;Animalia
10904;5273309;Ulva lactuca;Ulva;Ulvaceae;Plantae
10905;2913276;Galium andrewsii;Galium;Rubiaceae;Plantae
10906;9536517;Buddleja racemosa;Buddleja;Scrophulariaceae;Plantae
10907;1328209;Pachodynerus erynnis;Pachodynerus;Eumenidae;Animalia
10908;2069754;Melaphis rhois;Melaphis;Aphididae;Animalia
10909;7628188;Ategumia ebulealis;Ategumia;Crambidae;Animalia
10910;1878937;Agriphila vulgivagellus;Agriphila;Crambidae;Animalia
10911;2877348;Quercus hemisphaerica;Quercus;Fagaceae;Plantae
10912;6092644;Setophaga occidentalis;Setophaga;Parulidae;Animalia
10913;1552885;Calycomyza promissa;Calycomyza;Agromyzidae;Animalia
10914;5341370;Scutellaria californica;Scutellaria;Lamiaceae;Plantae
10915;3039317;Ceanothus cordulatus;Ceanothus;Rhamnaceae;Plantae
10916;2716420;Cyperus virens;Cyperus;Cyperaceae;Plantae
10917;1796180;Apamea amputatrix;Apamea;Noctuidae;Animalia
10918;7393941;Carya cordiformis;Carya;Juglandaceae;Plantae
10919;3150148;Hymenoxys grandiflora;Hymenoxys;Asteraceae;Plantae
10920;6156934;Chrysemys picta;Chrysemys;Emydidae;Animalia
10921;2881680;Quercus pagoda;Quercus;Fagaceae;Plantae
10922;5709023;Lonicera subspicata;Lonicera;Caprifoliaceae;Plantae
10923;1428978;Erythrodiplax minuscula;Erythrodiplax;Libellulidae;Animalia
10924;1890730;Pyrausta californicalis;Pyrausta;Crambidae;Animalia
10925;7884688;Citharexylum berlandieri;Citharexylum;Verbenaceae;Plantae
10926;2010359;Lopidea major;Lopidea;Miridae;Animalia
10927;2679696;Hylocomium splendens;Hylocomium;Hylocomiaceae;Plantae
10928;1325380;Pogonomyrmex occidentalis;Pogonomyrmex;Formicidae;Animalia
10929;1918971;Phyciodes tharos;Phyciodes;Nymphalidae;Animalia
10930;1809135;Syntomeida epilais;Syntomeida;Arctiidae;Animalia
10931;2742107;Veratrum fimbriatum;Veratrum;Melanthiaceae;Plantae
10932;5114189;Colocasia flavicornis;Colocasia;Noctuidae;Animalia
10933;5401977;Heterotheca villosa;Heterotheca;Asteraceae;Plantae
10934;8820993;Melacoryphus lateralis;Melacoryphus;Lygaeidae;Animalia
10935;3069282;Euphorbia davidii;Euphorbia;Euphorbiaceae;Plantae
10936;2877959;Quercus acutissima;Quercus;Fagaceae;Plantae
10937;7987424;Ledaea perditalis;Ledaea;Erebidae;Animalia
10938;1826167;Datana major;Datana;Notodontidae;Animalia
10939;2152294;Antrodiaetus riversi;Atypoides;Antrodiaetidae;Animalia
10940;2687245;Tsuga caroliniana;Tsuga;Pinaceae;Plantae
10941;5175619;Ligia occidentalis;Ligia;Ligiidae;Animalia
10942;5360970;Oxytropis lambertii;Oxytropis;Fabaceae;Plantae
10943;2472335;Aspidoscelis velox;Aspidoscelis;Teiidae;Animalia
10944;3189884;Acer circinatum;Acer;Sapindaceae;Plantae
10945;7223730;Eriastrum eremicum;Eriastrum;Polemoniaceae;Plantae
10946;5145466;Scopula compensata;Scopula;Geometridae;Animalia
10947;5331100;Hexastylis minor;Hexastylis;Aristolochiaceae;Plantae
10948;9498445;Lampropeltis gentilis;Lampropeltis;Colubridae;Animalia
10949;9550949;Megatibicen dorsatus;Megatibicen;Cicadidae;Animalia
10950;1880156;Crambus albellus;Crambus;Crambidae;Animalia
10951;8205836;Hieracium kalmii;Hieracium;Asteraceae;Plantae
10952;10179389;Elophila icciusalis;Elophila;Crambidae;Animalia
10953;3169311;Samolus ebracteatus;Samolus;Primulaceae;Plantae
10954;1778688;Zosteropoda hirtipes;Zosteropoda;Noctuidae;Animalia
10955;2927738;Phlox stolonifera;Phlox;Polemoniaceae;Plantae
10956;5041057;Ammophila pictipennis;Ammophila;Sphecidae;Animalia
10957;3921811;Anemone piperi;Anemone;Ranunculaceae;Plantae
10958;2025640;Eutettix pictus;Eutettix;Cicadellidae;Animalia
10959;1690553;Turpilia rostrata;Turpilia;Tettigoniidae;Animalia
10960;2993119;Rubus idaeus;Rubus;Rosaceae;Plantae
10961;8698067;Eleodes acuticauda;Eleodes;Tenebrionidae;Animalia
10962;5212651;Synodus foetens;Synodus;Synodontidae;Animalia
10963;2775738;Yucca faxoniana;Yucca;Asparagaceae;Plantae
10964;8529239;Neotibicen canicularis;Neotibicen;Cicadidae;Animalia
10965;1960157;Parapheromia cassinoi;Parapheromia;Geometridae;Animalia
10966;2753554;Clintonia umbellulata;Clintonia;Liliaceae;Plantae
10967;5988399;Anomala flavipennis;Anomala;Rutelidae;Animalia
10968;1737403;Clepsis virescana;Clepsis;Tortricidae;Animalia
10969;3189926;Fagonia pachyacantha;Fagonia;Zygophyllaceae;Plantae
10970;3004297;Rosa palustris;Rosa;Rosaceae;Plantae
10971;2882895;Vaccinium pallidum;Vaccinium;Ericaceae;Plantae
10972;3190669;Simarouba glauca;Simarouba;Simaroubaceae;Plantae
10973;9738098;Cipangopaludina chinensis;Cipangopaludina;Viviparidae;Animalia
10974;5289598;Vulpia bromoides;Vulpia;Poaceae;Plantae
10975;3039203;Parthenocissus vitacea;Parthenocissus;Vitaceae;Plantae
10976;5665541;Viola sagittata;Viola;Violaceae;Plantae
10977;6173150;Icteria virens;Icteria;Parulidae;Animalia
10978;2227338;Cambarus striatus;Cambarus;Cambaridae;Animalia
10979;2944121;Psoralea linearifolia;Pediomelum;Fabaceae;Plantae
